454,1133,1
107,857,1
496,606,1
677,1390,1
623,651,1
82,833,1
1031,1076,1
169,1219,1
1138,1151,1
222,875,1
855,1264,1
145,1132,1
129,414,1
91,715,1
434,1525,1
494,998,1
633,873,1
77,835,1
439,1461,1
123,1521,1
168,960,1
326,1596,1
755,847,1
213,327,1
1223,1459,1
207,1231,1
585,869,1
72,1538,1
377,874,1
312,682,1
9,1077,1
103,649,1
191,785,1
377,1409,1
16,169,1
84,1087,1
46,1105,1
247,749,1
1138,1443,1
781,1398,1
326,1021,1
875,1032,1
751,1630,1
1328,1627,1
618,1532,1
857,1384,1
1040,1623,1
839,1156,1
263,970,1
195,933,1
22,1140,1
100,1074,1
629,1459,1
58,423,1
373,485,1
693,1200,1
65,422,1
1052,1166,1
533,1208,1
618,899,1
290,1375,1
906,971,1
586,779,1
610,1319,1
621,849,1
714,890,1
178,681,1
610,927,1
59,806,1
1342,1396,1
24,1359,1
663,873,1
599,901,1
318,725,1
549,922,1
673,1318,1
106,400,1
937,1530,1
117,452,1
585,1619,1
646,1496,1
253,422,1
169,275,1
594,793,1
627,1163,1
481,1039,1
450,1519,1
541,828,1
275,1387,1
59,129,1
44,510,1
260,1291,1
1032,1348,1
50,271,1
281,1023,1
832,850,1
839,1023,1
459,587,1
679,720,1
261,757,1
326,408,1
777,1618,1
59,1349,1
1187,1262,1
16,838,1
789,1443,1
16,420,1
492,558,1
1223,1361,1
785,1028,1
907,971,1
1085,1419,1
704,1171,1
499,951,1
72,982,1
52,58,1
319,1354,1
693,855,1
15,1103,1
673,1390,1
945,1245,1
330,1063,1
203,261,1
103,817,1
1410,1546,1
509,979,1
449,801,1
718,779,1
521,1605,1
728,728,1
925,1006,1
684,747,1
1191,1262,1
1074,1422,1
1025,1374,1
971,1493,1
63,667,1
326,1187,1
144,423,1
169,799,1
301,909,1
291,1315,1
48,897,1
465,625,1
1138,1319,1
543,1342,1
306,1630,1
1231,1257,1
720,924,1
114,1339,1
1101,1286,1
658,1166,1
555,747,1
269,624,1
91,431,1
627,1348,1
1085,1614,1
513,772,1
314,747,1
843,857,1
746,746,1
434,1531,1
539,716,1
103,627,1
15,633,1
833,1273,1
850,1421,1
9,1129,1
178,287,1
1005,1276,1
1165,1246,1
815,1086,1
415,1039,1
1398,1422,1
495,1327,1
627,1257,1
96,430,1
777,850,1
178,971,1
91,396,1
330,1224,1
312,504,1
54,693,1
1,143,1
25,1110,1
178,986,1
1005,1140,1
318,874,1
25,348,1
63,768,1
673,1333,1
16,842,1
335,1160,1
673,975,1
673,1138,1
549,582,1
1372,1627,1
338,610,1
153,616,1
120,166,1
326,1020,1
597,633,1
625,1342,1
191,1059,1
306,633,1
513,537,1
526,1422,1
91,734,1
711,1400,1
99,410,1
962,1610,1
423,1239,1
962,1059,1
335,1325,1
150,785,1
281,1381,1
265,434,1
895,949,1
125,1262,1
169,1463,1
829,982,1
673,1171,1
71,207,1
306,376,1
215,1145,1
100,223,1
181,319,1
224,303,1
610,1187,1
1253,1348,1
301,1167,1
1246,1578,1
253,623,1
1005,1574,1
375,920,1
633,1136,1
245,1090,1
207,208,1
1191,1444,1
961,1405,1
539,1200,1
215,610,1
716,1084,1
633,779,1
677,797,1
415,1401,1
113,1262,1
971,1098,1
459,1350,1
103,1399,1
282,629,1
145,1055,1
463,648,1
348,1451,1
91,1549,1
156,1348,1
1218,1410,1
648,1145,1
179,189,1
1422,1516,1
340,682,1
67,693,1
1264,1627,1
195,325,1
992,1166,1
0,1186,1
513,569,1
510,822,1
416,1245,1
410,852,1
353,779,1
49,506,1
666,828,1
103,1331,1
1342,1589,1
16,1311,1
151,1627,1
192,192,1
779,1100,1
1040,1406,1
371,1392,1
9,1219,1
698,1450,1
384,890,1
58,843,1
335,454,1
450,1285,1
1011,1090,1
145,1181,1
875,939,1
841,1422,1
268,326,1
806,1171,1
224,911,1
833,899,1
693,893,1
1160,1163,1
16,1503,1
434,698,1
847,1165,1
430,991,1
15,245,1
15,410,1
290,806,1
831,1398,1
91,1372,1
260,465,1
1138,1481,1
91,406,1
189,977,1
245,1040,1
832,1025,1
785,835,1
606,1223,1
126,1198,1
714,772,1
341,348,1
16,1610,1
1614,1627,1
514,798,1
689,975,1
494,1516,1
235,1612,1
961,1400,1
846,1627,1
415,779,1
377,607,1
224,1584,1
509,945,1
623,1517,1
463,474,1
807,843,1
533,698,1
689,1211,1
1163,1163,1
224,488,1
224,874,1
873,1025,1
392,1138,1
253,549,1
79,495,1
363,517,1
1100,1236,1
170,461,1
229,359,1
49,77,1
814,1222,1
14,172,1
648,963,1
63,660,1
487,572,1
582,1425,1
290,964,1
16,611,1
778,1085,1
539,996,1
585,757,1
828,1340,1
335,679,1
39,720,1
832,1233,1
139,639,1
747,1405,1
610,750,1
452,994,1
1257,1302,1
720,757,1
84,801,1
25,122,1
629,922,1
695,1040,1
758,1171,1
160,1444,1
1137,1526,1
200,785,1
190,590,1
1450,1570,1
452,957,1
423,525,1
52,812,1
118,828,1
693,1611,1
318,1548,1
72,1473,1
748,962,1
234,785,1
850,923,1
396,963,1
9,843,1
492,698,1
1010,1246,1
673,1210,1
189,446,1
1253,1351,1
693,733,1
693,1347,1
120,263,1
315,509,1
227,509,1
409,747,1
545,1223,1
388,610,1
314,1145,1
1005,1326,1
650,912,1
348,521,1
168,784,1
1186,1204,1
624,1040,1
330,677,1
625,937,1
203,352,1
219,1070,1
1276,1403,1
415,1222,1
18,1186,1
728,1499,1
371,628,1
23,392,1
849,1048,1
545,1599,1
1309,1574,1
978,1439,1
259,639,1
673,687,1
175,582,1
5,902,1
263,944,1
693,1137,1
164,169,1
843,1240,1
352,533,1
384,970,1
178,1377,1
235,716,1
454,1548,1
711,744,1
478,600,1
70,124,1
251,550,1
254,1166,1
716,1339,1
425,728,1
227,516,1
9,1165,1
104,693,1
411,1406,1
340,777,1
496,1257,1
730,1070,1
949,1566,1
591,911,1
420,831,1
740,744,1
173,1101,1
801,1531,1
91,963,1
96,822,1
59,860,1
572,982,1
276,757,1
1512,1630,1
237,684,1
537,624,1
50,783,1
449,859,1
778,920,1
169,1168,1
80,1410,1
348,1059,1
673,839,1
267,415,1
228,325,1
549,1570,1
521,578,1
441,1222,1
449,1279,1
454,1420,1
1230,1570,1
371,834,1
415,1375,1
673,752,1
430,561,1
633,1084,1
807,1138,1
16,414,1
510,1191,1
194,839,1
816,970,1
818,1483,1
629,1020,1
49,1627,1
1223,1233,1
203,1292,1
1183,1263,1
558,1054,1
270,693,1
790,1083,1
25,854,1
1256,1323,1
1352,1574,1
14,960,1
663,1138,1
494,1221,1
689,1045,1
855,1396,1
454,849,1
801,962,1
514,1619,1
623,1137,1
122,628,1
585,1115,1
301,658,1
449,1273,1
1381,1410,1
72,1550,1
558,1264,1
425,747,1
319,693,1
1347,1627,1
450,1095,1
103,1099,1
539,1132,1
168,218,1
315,1253,1
192,1306,1
495,624,1
815,873,1
129,1010,1
468,711,1
56,591,1
1266,1517,1
873,1038,1
646,1342,1
1112,1438,1
49,803,1
529,1086,1
549,1278,1
69,207,1
157,637,1
42,348,1
235,387,1
125,338,1
430,1017,1
521,547,1
673,1430,1
74,1342,1
79,1171,1
538,1148,1
967,1349,1
169,550,1
494,521,1
258,700,1
306,1326,1
63,1191,1
496,1218,1
616,1444,1
1523,1574,1
420,625,1
806,1063,1
103,515,1
1236,1372,1
73,410,1
204,291,1
513,1037,1
812,1483,1
87,693,1
9,495,1
361,1475,1
835,1036,1
43,1161,1
332,1245,1
494,1109,1
481,1249,1
162,314,1
91,415,1
45,633,1
777,1578,1
110,663,1
25,1017,1
181,663,1
423,605,1
505,1398,1
873,1191,1
1036,1093,1
675,1276,1
596,739,1
335,533,1
86,494,1
757,1253,1
449,1311,1
850,1511,1
116,1222,1
1138,1339,1
677,937,1
1241,1444,1
