0,1635,1
0,1636,1
0,1641,1
1,1633,1
1,1634,1
1,1635,1
1,1636,1
1,1637,1
1,1638,1
1,1639,1
1,1640,1
1,1641,1
1,1642,1
1,1643,1
2,1633,1
2,1634,1
2,1635,1
2,1636,1
2,1637,1
2,1640,1
2,1641,1
2,1642,1
3,1635,1
3,1636,1
3,1638,1
3,1639,1
3,1640,1
3,1641,1
4,1635,1
4,1636,1
4,1641,1
5,1633,1
5,1635,1
5,1641,1
6,1633,1
6,1634,1
6,1635,1
6,1636,1
6,1641,1
7,1634,1
7,1635,1
7,1636,1
7,1644,1
7,1641,1
7,1642,1
8,1634,1
8,1635,1
8,1636,1
8,1640,1
8,1641,1
8,1642,1
9,1633,1
9,1634,1
9,1635,1
9,1645,1
9,1636,1
9,1644,1
9,1640,1
9,1641,1
9,1642,1
10,1635,1
10,1640,1
10,1641,1
11,1635,1
11,1636,1
11,1641,1
12,1633,1
12,1635,1
12,1637,1
12,1638,1
12,1639,1
12,1640,1
12,1641,1
13,1633,1
13,1634,1
13,1635,1
13,1636,1
13,1644,1
13,1640,1
14,1633,1
14,1634,1
14,1635,1
14,1636,1
14,1637,1
14,1640,1
14,1641,1
15,1633,1
15,1634,1
15,1635,1
15,1645,1
15,1636,1
15,1637,1
15,1640,1
15,1641,1
15,1642,1
16,1633,1
16,1634,1
16,1635,1
16,1645,1
16,1636,1
16,1644,1
16,1637,1
16,1638,1
16,1639,1
16,1640,1
16,1641,1
16,1642,1
17,1633,1
17,1634,1
17,1635,1
17,1636,1
17,1637,1
17,1640,1
17,1641,1
17,1642,1
18,1635,1
18,1636,1
18,1641,1
19,1633,1
19,1635,1
19,1636,1
19,1644,1
19,1641,1
20,1633,1
20,1634,1
20,1635,1
20,1636,1
20,1637,1
20,1640,1
20,1641,1
20,1642,1
21,1633,1
21,1634,1
21,1635,1
21,1636,1
21,1637,1
21,1640,1
21,1641,1
21,1642,1
21,1643,1
22,1635,1
22,1636,1
23,1633,1
23,1634,1
23,1635,1
23,1646,1
23,1637,1
23,1638,1
23,1647,1
23,1639,1
23,1640,1
24,1633,1
24,1635,1
24,1636,1
24,1640,1
24,1641,1
25,1633,1
25,1634,1
25,1635,1
25,1645,1
25,1636,1
25,1644,1
25,1640,1
25,1641,1
25,1642,1
26,1635,1
26,1636,1
26,1641,1
27,1633,1
27,1635,1
27,1636,1
27,1644,1
28,1635,1
28,1636,1
28,1638,1
28,1639,1
28,1640,1
28,1641,1
29,1633,1
29,1635,1
29,1644,1
29,1648,1
29,1649,1
29,1641,1
