4,2417,1
6,2418,1
8,2418,1
10,2419,1
15,2418,1
16,2420,1
18,2418,1
18,2421,1
18,2422,1
21,2423,1
21,2424,1
26,2425,1
26,2426,1
26,2427,1
26,2418,1
28,2418,1
29,2418,1
30,2428,1
30,2429,1
34,2428,1
34,2430,1
34,2431,1
34,2432,1
34,2433,1
37,2418,1
37,2425,1
38,2418,1
42,2418,1
42,2434,1
48,2418,1
54,2418,1
55,2418,1
57,2418,1
57,2425,1
66,2435,1
66,2436,1
66,2431,1
66,2437,1
66,2438,1
69,2430,1
72,2434,1
72,2421,1
72,2439,1
72,2431,1
76,2420,1
79,2417,1
79,2431,1
80,2418,1
81,2440,1
81,2441,1
83,2434,1
83,2433,1
86,2442,1
86,2443,1
86,2444,1
87,2445,1
87,2433,1
89,2446,1
89,2447,1
89,2448,1
89,2449,1
89,2450,1
90,2451,1
91,2452,1
91,2453,1
91,2454,1
91,2455,1
91,2456,1
91,2457,1
91,2458,1
91,2459,1
91,2460,1
91,2461,1
91,2462,1
91,2463,1
91,2464,1
91,2465,1
91,2466,1
91,2467,1
91,2468,1
91,2469,1
91,2470,1
93,2471,1
93,2472,1
93,2473,1
93,2474,1
93,2475,1
93,2476,1
93,2477,1
93,2478,1
93,2479,1
93,2436,1
93,2480,1
95,2481,1
95,2431,1
96,2482,1
96,2483,1
96,2484,1
96,2485,1
96,2486,1
96,2487,1
96,2488,1
96,2489,1
96,2490,1
96,2491,1
97,2492,1
97,2480,1
99,2493,1
99,2494,1
99,2495,1
99,2496,1
100,2497,1
100,2481,1
101,2498,1
101,2499,1
101,2500,1
101,2501,1
101,2502,1
101,2503,1
101,2504,1
101,2505,1
102,2506,1
102,2507,1
102,2508,1
102,2509,1
103,2510,1
103,2511,1
103,2481,1
103,2497,1
103,2435,1
103,2512,1
104,2513,1
104,2480,1
104,2514,1
106,2515,1
107,2516,1
107,2517,1
107,2518,1
107,2519,1
107,2520,1
107,2521,1
107,2522,1
107,2431,1
107,2523,1
108,2524,1
108,2525,1
108,2526,1
108,2527,1
109,2528,1
110,2512,1
110,2435,1
110,2529,1
110,2431,1
110,2511,1
110,2524,1
110,2530,1
111,2418,1
111,2531,1
111,2532,1
111,2533,1
111,2530,1
111,2422,1
111,2434,1
111,2421,1
111,2433,1
111,2431,1
111,2439,1
111,2534,1
111,2432,1
111,2535,1
111,2480,1
111,2524,1
112,2536,1
114,2421,1
114,2418,1
114,2524,1
114,2431,1
114,2537,1
114,2422,1
114,2434,1
114,2533,1
115,2422,1
116,2437,1
118,2431,1
120,2531,1
120,2421,1
121,2437,1
122,2524,1
122,2418,1
122,2434,1
122,2530,1
122,2422,1
122,2421,1
122,2431,1
122,2492,1
122,2538,1
122,2531,1
122,2433,1
122,2539,1
122,2533,1
123,2421,1
123,2431,1
123,2540,1
124,2541,1
124,2431,1
125,2421,1
126,2431,1
126,2434,1
126,2421,1
126,2418,1
126,2422,1
129,2431,1
130,2533,1
130,2536,1
130,2421,1
130,2431,1
131,2542,1
132,2421,1
132,2418,1
133,2439,1
133,2431,1
133,2422,1
133,2434,1
134,2543,1
134,2524,1
134,2533,1
134,2422,1
134,2439,1
134,2534,1
134,2544,1
134,2545,1
134,2546,1
134,2547,1
134,2548,1
134,2549,1
134,2550,1
134,2551,1
134,2541,1
134,2431,1
134,2434,1
134,2536,1
134,2530,1
135,2552,1
136,2439,1
136,2431,1
136,2534,1
138,2418,1
138,2431,1
138,2433,1
138,2530,1
138,2422,1
138,2524,1
138,2532,1
138,2421,1
139,2437,1
140,2431,1
140,2439,1
140,2534,1
140,2422,1
140,2434,1
140,2421,1
140,2433,1
141,2431,1
142,2530,1
143,2439,1
144,2431,1
145,2434,1
145,2421,1
145,2417,1
145,2422,1
145,2530,1
145,2418,1
